query	target	v1_jaccard	v15_jaccard	v1_shared	v15_shared
GCF_000007085.1_ASM708v1_genomic	GCF_001434255.1_ASM143425v1_genomic	0.0652	0.06525837013088158	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_001435585.1_ASM143558v1_genomic	0.0672	0.06708303975317234	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_001437205.1_ASM143720v1_genomic	0.0694	0.06928329822109074	74	74
GCF_000007085.1_ASM708v1_genomic	GCF_001507385.1_ASM150738v1_genomic	0.0924	0.0923634934484739	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_001561915.1_ASM156191v1_genomic	0.103	0.1033625140386739	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_001611555.1_ASM161155v1_genomic	0.0958	0.09574083760717829	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_001678845.1_ASM167884v1_genomic	0.0938	0.09380148088643553	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_001721685.1_ASM172168v1_genomic	0.0839	0.08392031717271249	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_001858005.1_ASM185800v1_genomic	0.0723	0.07231816406033456	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_001922405.1_ASM192240v1_genomic	0.0789	0.07879564216611223	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_002003465.1_B157_assembly01_genomic	0.1002	0.10047323329921919	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_002051585.1_ASM205158v1_genomic	0.1096	0.10984274826057168	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_002207765.1_ASM220776v1_genomic	0.1321	0.1323265312195936	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_002250945.2_ASM225094v2_genomic	0.0906	0.09056792556804517	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_002441695.1_ASM244169v1_genomic	0.0614	0.061290508098851	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_002835735.1_ASM283573v1_genomic	0.0913	0.09136854946376352	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_002904165.1_ASM290416v1_genomic	0.0951	0.09522284867628455	73	73
GCF_000007085.1_ASM708v1_genomic	GCF_003003275.1_ASM300327v1_genomic	0.0701	0.07009093462197044	74	74
GCF_000007085.1_ASM708v1_genomic	GCF_003096635.1_ASM309663v1_genomic	0.077	0.07715728634519166	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_003268025.1_ASM326802v1_genomic	0.092	0.0921374696448128	78	78
GCF_000007085.1_ASM708v1_genomic	GCF_003367905.1_ASM336790v1_genomic	0.0876	0.08745133168533387	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_003475485.1_ASM347548v1_genomic	0.0607	0.060630977288961885	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_003609605.1_ASM360960v1_genomic	0.0985	0.0985582023290299	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_003691585.1_ASM369158v1_genomic	0.1295	0.12961704187394793	78	78
GCF_000007085.1_ASM708v1_genomic	GCF_003856495.1_ASM385649v1_genomic	0.1103	0.11045363688589276	78	78
GCF_000007085.1_ASM708v1_genomic	GCF_003946175.1_ASM394617v1_genomic	0.066	0.06586608828223796	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_003946675.1_ASM394667v1_genomic	0.0677	0.06750907069798462	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_003991425.1_ASM399142v1_genomic	0.0983	0.0984681901918712	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_004011155.1_ASM401115v1_genomic	0.1163	0.11662888561443159	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_004340685.1_ASM434068v1_genomic	0.0955	0.09533970496465645	74	74
GCF_000007085.1_ASM708v1_genomic	GCF_004362975.1_ASM436297v1_genomic	0.082	0.08206181399905413	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_004785625.2_ASM478562v2_genomic	0.0811	0.0810692699046579	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_005405185.1_ASM540518v1_genomic	0.0661	0.0661605767248769	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_005938195.1_ASM593819v1_genomic	0.1022	0.10243009789792265	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_006770265.1_ASM677026v1_genomic	0.0609	0.0607832202392933	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_007830175.1_ASM783017v1_genomic	0.0964	0.09651697526820859	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_007991515.1_ASM799151v1_genomic	0.0869	0.08692694879568591	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_008304605.1_ASM830460v1_genomic	0.0851	0.08514807320090825	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_009184845.1_ASM918484v1_genomic	0.066	0.065909063074245	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_009674805.1_ASM967480v1_genomic	0.095	0.0950238751387332	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_009730315.1_ASM973031v1_genomic	0.0776	0.07767511569964046	74	74
GCF_000007085.1_ASM708v1_genomic	GCF_009846885.1_ASM984688v1_genomic	0.0925	0.09266626142321255	78	78
GCF_000007085.1_ASM708v1_genomic	GCF_010509575.1_ASM1050957v1_genomic	0.0684	0.06851156421293372	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_011421455.1_ASM1142145v1_genomic	0.0664	0.06625092821013191	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_012933555.1_ASM1293355v1_genomic	0.0913	0.09131958313016272	78	78
GCF_000007085.1_ASM708v1_genomic	GCF_013303125.1_ASM1330312v1_genomic	0.0984	0.09857130243383244	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_014058685.1_ASM1405868v1_genomic	0.0669	0.06692960149661697	74	74
GCF_000007085.1_ASM708v1_genomic	GCF_014202695.1_ASM1420269v1_genomic	0.0675	0.06749929483246393	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_014287435.1_ASM1428743v1_genomic	0.0779	0.07791588634909144	74	74
GCF_000007085.1_ASM708v1_genomic	GCF_014333425.1_ASM1433342v1_genomic	0.0909	0.09074456236173438	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_014502795.1_ASM1450279v1_genomic	0.1033	0.10330551739052812	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_014642655.1_ASM1464265v1_genomic	0.0871	0.08713162036019437	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_014836425.1_ASM1483642v1_genomic	0.0642	0.06426277958481137	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_015326725.1_ASM1532672v1_genomic	0.1065	0.1067785070247683	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_016127475.1_ASM1612747v1_genomic	0.0737	0.0736542708975432	72	72
GCF_000007085.1_ASM708v1_genomic	GCF_016651435.1_ASM1665143v1_genomic	0.0762	0.07600157520630929	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_016861765.1_ASM1686176v1_genomic	0.0677	0.06759736711251553	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_016908595.1_ASM1690859v1_genomic	0.0787	0.07874830825968691	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_017329605.1_ASM1732960v1_genomic	0.1035	0.10359051402533548	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_017874215.1_ASM1787421v1_genomic	0.0948	0.09507474594923232	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_018137985.1_ASM1813798v1_genomic	0.0659	0.06579686948552951	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_018343695.1_ASM1834369v1_genomic	0.0899	0.08995969530490443	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_018835585.1_ASM1883558v1_genomic	0.0926	0.09269495938965559	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_019049135.1_ASM1904913v1_genomic	0.0657	0.0656911001459415	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_019656055.1_ASM1965605v1_genomic	0.0572	0.05712788622026077	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_020037475.1_ASM2003747v1_genomic	0.0968	0.09677396935227774	68	68
GCF_000007085.1_ASM708v1_genomic	GCF_020687165.1_ASM2068716v1_genomic	0.0842	0.08435146322165002	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_021166585.1_ASM2116658v1_genomic	0.0922	0.09220074206964587	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_022410535.1_ASM2241053v1_genomic	0.1003	0.10025514520720794	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_022919095.1_ASM2291909v1_genomic	0.0855	0.08555254852359945	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_023497905.1_ASM2349790v1_genomic	0.0852	0.08522318575350134	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_024160875.1_ASM2416087v1_genomic	0.0694	0.0693228302622357	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_024718525.1_ASM2471852v1_genomic	0.0643	0.06428994040998878	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_025311475.1_ASM2531147v1_genomic	0.0703	0.0701139740068187	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_025567465.1_ASM2556746v1_genomic	0.0797	0.07971628898336942	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_026797385.1_ASM2679738v1_genomic	0.0979	0.09799457628493019	78	78
GCF_000007085.1_ASM708v1_genomic	GCF_028321995.1_ASM2832199v1_genomic	0.0617	0.06153681858045005	74	74
GCF_000007085.1_ASM708v1_genomic	GCF_029143285.1_ASM2914328v1_genomic	0.0747	0.0746159959533896	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_030067835.1_ASM3006783v1_genomic	0.0781	0.0780223757521975	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_030433635.1_ASM3043363v1_genomic	0.0933	0.09346621933659259	78	78
GCF_000007085.1_ASM708v1_genomic	GCF_030814225.1_ASM3081422v1_genomic	0.0619	0.06186311754993652	74	74
GCF_000007085.1_ASM708v1_genomic	GCF_033253735.1_ASM3325373v1_genomic	0.0859	0.08589635518671221	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_036670025.1_ASM3667002v1_genomic	0.0929	0.09291231718294203	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_900086655.1_PRJEB13948_genomic	0.0997	0.09996645204419578	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_900100785.1_IMG-taxon_2675903225_annotated_assembly_genomic	0.0932	0.09359903463751462	78	78
GCF_000007085.1_ASM708v1_genomic	GCF_900103835.1_IMG-taxon_2667527408_annotated_assembly_genomic	0.0929	0.0932552799985653	73	73
GCF_000007085.1_ASM708v1_genomic	GCF_900108045.1_IMG-taxon_2599185232_annotated_assembly_genomic	0.1402	0.14011491208927665	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_900111985.1_IMG-taxon_2634166358_annotated_assembly_genomic	0.1021	0.10224918504853095	75	75
GCF_000007085.1_ASM708v1_genomic	GCF_900114545.1_IMG-taxon_2597490369_annotated_assembly_genomic	0.0764	0.07665975113231761	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_900129195.1_IMG-taxon_2582580748_annotated_assembly_genomic	0.1106	0.11071167186339842	78	78
GCF_000007085.1_ASM708v1_genomic	GCF_900142105.1_IMG-taxon_2585428153_annotated_assembly_genomic	0.1376	0.13784662725197178	73	73
GCF_000007085.1_ASM708v1_genomic	GCF_900156875.1_PRJEB18969_genomic	0.0938	0.09386018064011521	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_900176575.1_PRJEB20355_genomic	0.0813	0.08132775095517474	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_900187075.1_50432_F01_genomic	0.0755	0.07546617204189728	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_900240845.1_PRJEB23097_genomic	0.0805	0.08045662618067452	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_900458435.1_50279_A02_genomic	0.079	0.07888110004562326	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_900475445.1_42727_F01_genomic	0.069	0.06889248123237937	76	76
GCF_000007085.1_ASM708v1_genomic	GCF_900638015.1_54984_A01_genomic	0.0832	0.08322077200332398	77	77
GCF_000007085.1_ASM708v1_genomic	GCF_902375955.1_MGYG-HGUT-01532_genomic	0.0913	0.09144317178842222	72	72
GCF_000024285.1_ASM2428v1_genomic	GCF_000007085.1_ASM708v1_genomic	0.1042	0.10430610161997361	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_000024285.1_ASM2428v1_genomic	1.0	1.0	79	79
GCF_000024285.1_ASM2428v1_genomic	GCF_000160055.1_ASM16005v1_genomic	0.0739	0.07400002454595107	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_000183205.1_ASM18320v1_genomic	0.078	0.07815985986815309	75	75
GCF_000024285.1_ASM2428v1_genomic	GCF_000219125.1_ASM21912v1_genomic	0.0908	0.09092988882849921	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_000245795.1_Fack_lang_CCUG_37842_V1_genomic	0.081	0.08118358075571272	74	74
GCF_000024285.1_ASM2428v1_genomic	GCF_000301035.1_Fack_homi_CCUG_36813_V1_genomic	0.0809	0.08099978372075015	75	75
GCF_000024285.1_ASM2428v1_genomic	GCF_000331995.1_ASM33199v1_genomic	0.092	0.09227446735225531	74	74
GCF_000024285.1_ASM2428v1_genomic	GCF_000378385.1_ASM37838v1_genomic	0.1173	0.11772486340380195	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_000394035.1_Ente_phoe_BAA-412_V1_genomic	0.0856	0.08564366962194911	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_000423785.1_ASM42378v1_genomic	0.0778	0.07787448801856334	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_000430625.1_ASM43062v1_genomic	0.1271	0.12725347512239898	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_000510645.1_ASM51064v1_genomic	0.1249	0.1251912920472292	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_000565485.1_Lfabi1.0_genomic	0.0776	0.07776689311384018	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_000686645.1_ASM68664v1_genomic	0.114	0.11403652196949891	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_000732725.1_ASM73272v1_genomic	0.0643	0.064422918757851	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_000767835.1_ASM76783v1_genomic	0.0821	0.08222441465974832	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_000831645.3_ASM83164v3_genomic	0.0735	0.07343246680158408	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_001005905.1_ASM100590v1_genomic	0.0822	0.0824169758668664	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_001187725.1_ASM118772v1_genomic	0.1248	0.1250518898511687	79	79
GCF_000024285.1_ASM2428v1_genomic	GCF_001311925.1_ASM131192v1_genomic	0.0727	0.07283911995851829	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_001434255.1_ASM143425v1_genomic	0.0752	0.07541073726117464	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_001435585.1_ASM143558v1_genomic	0.0787	0.07874014163738606	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_001437205.1_ASM143720v1_genomic	0.0821	0.0822095119879695	75	75
GCF_000024285.1_ASM2428v1_genomic	GCF_001507385.1_ASM150738v1_genomic	0.0755	0.07554000452791493	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_001561915.1_ASM156191v1_genomic	0.1366	0.13720403706329284	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_001611555.1_ASM161155v1_genomic	0.0912	0.09119876638900472	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_001678845.1_ASM167884v1_genomic	0.0769	0.07697644461156761	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_001721685.1_ASM172168v1_genomic	0.1013	0.10143649934625468	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_001858005.1_ASM185800v1_genomic	0.0642	0.06432961041777441	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_001922405.1_ASM192240v1_genomic	0.0859	0.08581291807444894	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_002003465.1_B157_assembly01_genomic	0.12	0.12038598425546332	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_002051585.1_ASM205158v1_genomic	0.0867	0.08665888264521711	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_002207765.1_ASM220776v1_genomic	0.1101	0.11032019341803163	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_002250945.2_ASM225094v2_genomic	0.1086	0.10881840225145965	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_002441695.1_ASM244169v1_genomic	0.0731	0.07317984256880374	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_002835735.1_ASM283573v1_genomic	0.1057	0.10601933482685229	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_002904165.1_ASM290416v1_genomic	0.0794	0.0795323725541904	74	74
GCF_000024285.1_ASM2428v1_genomic	GCF_003003275.1_ASM300327v1_genomic	0.0803	0.08043368813397894	75	75
GCF_000024285.1_ASM2428v1_genomic	GCF_003096635.1_ASM309663v1_genomic	0.0691	0.0691184555234627	75	75
GCF_000024285.1_ASM2428v1_genomic	GCF_003268025.1_ASM326802v1_genomic	0.1177	0.11809624036602209	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_003367905.1_ASM336790v1_genomic	0.0819	0.08196613088674205	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_003475485.1_ASM347548v1_genomic	0.07	0.07010163818350557	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_003609605.1_ASM360960v1_genomic	0.112	0.11224404978068361	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_003691585.1_ASM369158v1_genomic	0.0949	0.09506880068715412	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_003856495.1_ASM385649v1_genomic	0.1392	0.13935135411552318	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_003946175.1_ASM394617v1_genomic	0.0797	0.07984645024201185	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_003946675.1_ASM394667v1_genomic	0.0803	0.08033280360965389	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_003991425.1_ASM399142v1_genomic	0.1174	0.11774500676121907	79	79
GCF_000024285.1_ASM2428v1_genomic	GCF_004011155.1_ASM401115v1_genomic	0.0912	0.09148205414922773	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_004340685.1_ASM434068v1_genomic	0.0874	0.08739163075631018	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_004362975.1_ASM436297v1_genomic	0.0716	0.07160310749393783	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_004785625.2_ASM478562v2_genomic	0.0942	0.09448823367868253	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_005405185.1_ASM540518v1_genomic	0.0759	0.07612051309703204	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_005938195.1_ASM593819v1_genomic	0.1289	0.12944685946818277	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_006770265.1_ASM677026v1_genomic	0.0729	0.07300288668187824	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_007830175.1_ASM783017v1_genomic	0.0779	0.07797579456208556	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_007991515.1_ASM799151v1_genomic	0.0975	0.09747187390520884	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_008304605.1_ASM830460v1_genomic	0.0954	0.09538080498928289	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_009184845.1_ASM918484v1_genomic	0.079	0.0790775070747407	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_009674805.1_ASM967480v1_genomic	0.1095	0.10976385008394446	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_009730315.1_ASM973031v1_genomic	0.0844	0.08468222041528324	75	75
GCF_000024285.1_ASM2428v1_genomic	GCF_009846885.1_ASM984688v1_genomic	0.1222	0.12255730412779771	79	79
GCF_000024285.1_ASM2428v1_genomic	GCF_010509575.1_ASM1050957v1_genomic	0.0626	0.06273562110119014	75	75
GCF_000024285.1_ASM2428v1_genomic	GCF_011421455.1_ASM1142145v1_genomic	0.0761	0.07616692080984802	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_012933555.1_ASM1293355v1_genomic	0.1062	0.1064377507419396	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_013303125.1_ASM1330312v1_genomic	0.1163	0.11649244542350191	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_014058685.1_ASM1405868v1_genomic	0.0767	0.07686574131217426	75	75
GCF_000024285.1_ASM2428v1_genomic	GCF_014202695.1_ASM1420269v1_genomic	0.0591	0.05914338808965216	75	75
GCF_000024285.1_ASM2428v1_genomic	GCF_014287435.1_ASM1428743v1_genomic	0.0686	0.0687678724315654	74	74
GCF_000024285.1_ASM2428v1_genomic	GCF_014333425.1_ASM1433342v1_genomic	0.076	0.07580946522783395	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_014502795.1_ASM1450279v1_genomic	0.1017	0.10193012114193933	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_014642655.1_ASM1464265v1_genomic	0.1039	0.1041149570774138	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_014836425.1_ASM1483642v1_genomic	0.0729	0.07315518468212942	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_015326725.1_ASM1532672v1_genomic	0.1263	0.126686355988205	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_016127475.1_ASM1612747v1_genomic	0.0687	0.06870938712607082	72	72
GCF_000024285.1_ASM2428v1_genomic	GCF_016651435.1_ASM1665143v1_genomic	0.0624	0.062451767288086796	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_016861765.1_ASM1686176v1_genomic	0.0801	0.08023617480692417	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_016908595.1_ASM1690859v1_genomic	0.1002	0.10031573822025434	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_017329605.1_ASM1732960v1_genomic	0.7674	0.7678141355928718	79	79
GCF_000024285.1_ASM2428v1_genomic	GCF_017874215.1_ASM1787421v1_genomic	0.1195	0.11978225506762864	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_018137985.1_ASM1813798v1_genomic	0.0769	0.07704107053270877	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_018343695.1_ASM1834369v1_genomic	0.1065	0.10677132788957557	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_018835585.1_ASM1883558v1_genomic	0.0897	0.08983038496857275	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_019049135.1_ASM1904913v1_genomic	0.075	0.07518783108998567	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_019656055.1_ASM1965605v1_genomic	0.0698	0.06982410159839472	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_020037475.1_ASM2003747v1_genomic	0.1109	0.1110635780162778	68	68
GCF_000024285.1_ASM2428v1_genomic	GCF_020687165.1_ASM2068716v1_genomic	0.0699	0.06998267784414006	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_021166585.1_ASM2116658v1_genomic	0.1073	0.10741471000193648	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_022410535.1_ASM2241053v1_genomic	0.0917	0.09158616795782899	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_022919095.1_ASM2291909v1_genomic	0.1002	0.10030844600898077	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_023497905.1_ASM2349790v1_genomic	0.0813	0.08105429714713965	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_024160875.1_ASM2416087v1_genomic	0.0816	0.08163353640486139	78	78
GCF_000024285.1_ASM2428v1_genomic	GCF_024718525.1_ASM2471852v1_genomic	0.077	0.07708394337754618	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_025311475.1_ASM2531147v1_genomic	0.083	0.08296344926277396	77	77
GCF_000024285.1_ASM2428v1_genomic	GCF_025567465.1_ASM2556746v1_genomic	0.0672	0.06727097368662593	75	75
GCF_000024285.1_ASM2428v1_genomic	GCF_026797385.1_ASM2679738v1_genomic	0.1204	0.12080264068753956	79	79
GCF_000024285.1_ASM2428v1_genomic	GCF_028321995.1_ASM2832199v1_genomic	0.0713	0.07138453390469013	74	74
GCF_000024285.1_ASM2428v1_genomic	GCF_029143285.1_ASM2914328v1_genomic	0.0843	0.08439590430776668	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_030067835.1_ASM3006783v1_genomic	0.0666	0.06657857151143162	76	76
GCF_000024285.1_ASM2428v1_genomic	GCF_030433635.1_ASM3043363v1_genomic	0.1142	0.11445785273968344	79	79
GCF_000024285.1_ASM2428v1_genomic	GCF_030814225.1_ASM3081422v1_genomic	0.07	0.0701565248599438	74	74
GCF_000024285.1_ASM2428v1_genomic	GCF_033253735.1_ASM3325373v1_genomic	0.1024	0.10261957141247169	76	76
